order_id,customer_id,order_date,payment_value,decoy_flag,decoy_noise
106669,100,2024-03-23,122.32,D,113.64
106670,462,2024-04-24,157.5,C,158.54
106671,902,2024-01-21,88.42,C,74.33
106672,19,2024-03-02,75.27,C,103.84
106673,836,2024-01-23,85.86,A,89.71
106674,536,2024-07-09,399.81,C,432.36
106675,90,2024-01-03,79.57,C,103.81
106676,490,2024-02-22,123.23,A,84.03
106677,659,2024-01-11,651.54,C,678.46
106678,315,2024-03-15,320.61,A,342.96
106679,317,2024-01-12,316.79,C,371.19
106680,32,2024-01-17,588.31,D,692.04
106681,874,2024-02-10,154.12,B,131.87
106682,557,2024-05-27,28.36,C,45.11
106683,419,2024-01-15,296.83,B,299.75
106684,438,2024-01-10,141.59,B,166.49
106685,744,2024-03-26,655.34,C,563.03
106686,130,2024-02-11,24.4,B,21.52
106687,737,2024-05-25,75.3,A,82.14
106688,970,2024-01-10,105.31,C,84.33
106689,813,2024-03-03,156.43,C,157.41
106690,673,2024-01-16,51.21,C,53.58
106691,791,2024-01-11,217.16,B,238.76
106692,738,2024-03-10,100.55,C,73.55
106693,618,2024-02-24,335.31,A,290.58
106694,932,2024-03-25,418.4,C,490.51
106695,990,2024-01-23,129.1,C,155.84
106696,999,2024-02-05,243.34,C,282.52
106697,581,2024-02-01,167.24,C,143.68
106698,981,2024-09-05,157.89,C,168.89
106699,208,2024-01-21,47.38,B,72.51
106700,199,2024-01-21,151.31,C,149.29
106701,649,2024-01-27,312.4,C,321.9
106702,244,2024-02-19,221.26,B,149.13
106703,889,2024-01-18,77.06,A,80.9
106704,361,2024-05-28,47.78,C,8.48
106705,88,2024-01-19,147.19,B,168.99
106706,561,2024-05-15,90.08,B,71.57
106707,26,2024-01-07,99.17,B,57.06
106708,224,2024-03-05,91.41,C,140.36
106709,491,2024-05-22,168.95,B,145.07
106710,283,2024-01-12,255.53,B,257.71
106711,511,2024-07-26,87.19,C,96.34
106712,169,2024-02-06,83.95,C,119.37
106713,339,2024-06-23,55.91,C,43.81
106714,968,2024-03-08,190.37,D,220.56
106715,997,2024-01-22,307.17,D,302.15
106716,390,2024-01-13,153.04,D,202.18
106717,211,2024-01-22,256.42,C,204.63
106718,107,2024-01-06,366.78,C,390.47
106719,855,2024-01-10,199.64,B,186.96
106720,834,2024-01-07,78.77,C,73.3
106721,317,2024-02-02,71.3,A,36.97
106722,835,2024-04-05,82.98,B,29.78
106723,322,2024-01-10,532.26,B,431.8
106724,205,2024-01-09,633.72,B,564.13
106725,224,2024-03-02,125.05,B,117.25
106726,43,2024-01-14,354.43,A,246.42
106727,921,2024-01-07,398.43,C,447.53
106728,619,2024-01-11,48.48,C,91.28
106729,62,2024-06-03,512.3,C,494.71
106730,13,2024-04-13,137.41,A,135.4
106731,478,2024-01-27,132.07,D,141.18
106732,83,2024-03-04,58.04,C,50.5
106733,792,2024-02-16,534.58,C,517.33
106734,374,2024-03-08,176.24,C,152.17
106735,865,2024-03-09,499.46,C,531.88
106736,955,2024-02-29,381.88,B,324.47
106737,589,2024-01-19,126.86,A,101.92
106738,95,2024-01-03,180.61,C,148.97
106739,678,2024-02-06,97.61,B,83.02
106740,520,2024-05-12,107.71,C,100.04
106741,826,2024-02-20,230.43,C,218.71
106742,670,2024-04-17,284.97,D,251.37
106743,531,2024-10-13,27.26,A,4.2
106744,992,2024-01-11,28.18,C,39.84
106745,286,2024-03-11,110.19,D,93.02
106746,567,2024-03-08,206.51,B,138.87
106747,174,2024-08-22,402.98,A,441.69
106748,166,2024-09-11,174.22,C,200.25
106749,273,2024-03-10,136.82,B,164.72
106750,354,2024-01-17,253.25,C,234.81
106751,976,2024-04-06,77.62,C,51.09
106752,894,2024-01-07,177.56,A,175.84
106753,443,2024-04-01,150.46,C,126.6
106754,549,2024-05-24,187.98,A,155.87
106755,823,2024-01-29,369.13,C,439.48
106756,372,2024-02-29,33.44,B,3.72
106757,902,2024-02-03,157.04,C,158.7
106758,450,2024-02-04,284.17,A,347.49
106759,837,2024-01-23,241.21,C,196.25
106760,42,2024-03-27,36.89,D,40.79
106761,255,2024-06-14,28.02,A,25.27
106762,979,2024-06-18,269.91,B,253.61
106763,65,2024-01-12,35.14,C,39.2
106764,998,2024-05-04,180.04,C,196.08
106765,473,2024-03-21,352.63,C,424.49
106766,336,2024-01-18,45.19,C,52.03
106767,990,2024-01-05,501.28,C,510.17
106768,606,2024-01-19,263.58,B,242.53
106769,10,2024-05-25,870.6,C,837.05
106770,936,2024-03-01,113.29,C,175.44
106771,692,2024-03-17,415.45,A,422.22
106772,792,2024-01-18,123.73,C,115.78
106773,955,2024-03-17,171.82,A,151.06
106774,21,2024-01-02,95.83,B,148.44
106775,180,2024-01-29,165.69,D,131.63
106776,359,2024-02-29,320.56,B,359.85
106777,79,2024-01-10,512.95,B,556.25
106778,133,2024-04-13,80.01,C,74.52
106779,676,2024-01-17,192.01,C,210.64
106780,627,2024-03-04,106.38,B,108.22
106781,790,2024-02-01,199.58,C,202.34
106782,392,2024-02-24,353.6,A,414.36
106783,991,2024-01-07,114.04,A,103.37
106784,564,2024-01-02,233.45,A,219.94
106785,385,2024-05-24,75.65,B,92.62
106786,84,2024-01-19,373.72,B,409.67
106787,796,2024-04-12,291.48,C,234.67
106788,287,2025-03-16,87.75,D,68.82
106789,821,2024-01-15,85.9,C,92.66
106790,152,2024-01-19,431.63,C,418.91
106791,254,2024-03-06,611.11,C,538.86
106792,301,2024-07-20,91.11,B,89.96
106793,391,2024-05-28,322.11,B,303.29
106794,130,2024-02-11,127.83,C,171.92
106795,457,2024-04-05,432.17,C,472.92
106796,575,2024-01-09,133.17,B,142.05
106797,851,2024-08-15,275.35,D,244.49
106798,553,2024-07-19,187.56,C,169.43
106799,89,2024-01-11,18.89,C,32.6
106800,791,2024-01-22,80.73,A,68.99
106801,690,2024-01-07,271.76,A,221.85
106802,330,2024-01-20,249.01,C,288.81
106803,471,2024-04-11,206.42,A,191.37
106804,673,2024-01-29,525.01,D,602.89
106805,43,2024-01-06,306.9,C,284.53
106806,467,2024-01-26,280.78,C,229.88
106807,55,2024-08-27,18.51,D,26.56
106808,51,2024-02-29,317.71,B,280.02
106809,354,2024-02-02,39.17,C,64.87
106810,677,2024-01-11,165.95,A,189.89
106811,575,2024-09-13,39.64,B,37.88
106812,835,2024-04-13,237.71,A,254.5
106813,941,2024-01-20,363.76,B,438.74
106814,249,2024-01-05,155.76,B,185.44
106815,327,2024-01-04,159.75,B,130.45
106816,107,2024-01-08,74.1,C,113.01
106817,177,2024-02-22,359.53,C,323.15
106818,129,2024-06-07,43.78,B,45.54
106819,950,2024-02-11,187.59,B,201.37
106820,767,2024-04-21,154.08,C,161.64
106821,932,2024-02-05,220.89,C,151.34
106822,193,2024-03-14,296.18,B,335.4
106823,425,2024-03-19,147.18,C,119.77
106824,94,2024-01-12,319.22,D,261.62
106825,434,2024-01-27,162.07,C,137.28
106826,96,2024-03-01,215.33,C,232.66
106827,689,2024-01-05,62.78,C,55.88
106828,979,2024-01-27,118.99,D,115.82
106829,559,2024-02-15,34.9,D,-13.01
106830,639,2024-11-30,174.94,D,210.56
106831,778,2024-02-08,284.67,C,353.69
106832,300,2024-04-11,141.6,C,131.32
106833,752,2024-02-03,154.83,C,159.49
106834,812,2024-04-05,223.76,C,244.36
106835,737,2024-02-24,241.67,A,258.92
106836,365,2024-05-10,33.28,A,52.46
106837,516,2024-02-01,101.51,C,120.41
106838,576,2024-02-25,39.32,C,25.15
106839,404,2024-02-29,121.53,C,110.98
106840,822,2024-02-02,462.42,B,460.82
106841,236,2024-01-10,287.43,D,308.57
106842,883,2024-01-06,165.58,B,135.33
106843,765,2024-01-02,549.52,A,570.9
106844,975,2024-05-04,208.56,B,262.69
106845,681,2024-01-17,749.49,C,798.05
106846,542,2024-01-15,184.7,A,152.44
106847,71,2024-03-20,101.1,B,73.01
106848,742,2024-01-24,58.24,D,114.61
106849,937,2024-02-12,266.27,A,245.12
106850,978,2024-01-11,120.52,B,101.14
106851,350,2024-07-11,184.42,B,229.83
106852,648,2024-04-24,236.88,D,282.29
106853,85,2024-04-29,80.27,C,55.71
106854,498,2024-02-01,206.01,C,203.62
106855,365,2024-03-27,143.5,B,127.32
106856,327,2024-01-10,41.89,D,36.02
106857,492,2024-01-01,246.11,B,352.68
106858,709,2024-01-02,269.47,C,317.35
106859,160,2024-02-23,405.13,C,408.69
106860,208,2024-02-06,60.04,D,90.62
106861,552,2024-02-13,619.96,C,484.23
106862,190,2024-01-01,87.81,C,94.25
106863,730,2024-02-02,21.67,C,43.66
106864,667,2024-03-16,171.05,D,236.75
106865,502,2024-02-05,220.99,C,193.58
106866,935,2024-03-20,148.23,C,109.22
106867,123,2024-01-16,59.22,D,80.32
106868,732,2024-04-10,113.05,B,70.68
106869,801,2024-02-23,211.56,C,219.04
106870,834,2024-01-15,680.54,A,770.03
106871,105,2024-01-17,62.1,C,73.81
106872,591,2024-02-29,100.31,A,103.79
106873,999,2024-04-16,47.7,C,56.04
106874,199,2024-02-02,121.3,B,106.21
106875,212,2024-01-18,156.43,B,206.49
106876,525,2024-05-01,334.09,C,360.45
106877,864,2024-03-07,214.66,A,258.14
106878,285,2024-02-05,448.05,C,507.38
106879,324,2024-02-10,161.94,A,169.22
106880,467,2024-01-14,4.16,C,-37.83
106881,138,2024-02-29,221.98,C,245.72
106882,356,2024-01-27,30.29,B,48.29
106883,76,2024-11-22,326.91,A,270.13
106884,698,2024-02-09,162.11,A,155.63
106885,726,2024-02-09,96.57,C,107.76
106886,896,2024-02-20,54.79,B,115.75
106887,411,2024-05-29,109.0,B,98.54
106888,355,2024-04-06,156.31,C,180.23
106889,698,2024-02-05,562.76,C,534.92
106890,872,2024-03-17,146.15,C,169.8
106891,721,2024-02-22,196.73,D,163.83
106892,70,2024-02-10,152.82,C,153.7
106893,557,2024-01-13,197.06,C,181.11
106894,178,2024-02-07,188.27,C,166.82
106895,688,2024-01-17,164.33,C,159.79
106896,939,2024-05-27,93.77,C,105.18
106897,270,2024-01-25,273.29,C,258.79
106898,865,2024-07-01,62.08,C,78.96
106899,684,2024-02-15,238.52,A,257.02
106900,244,2024-02-29,277.03,D,288.58
106901,156,2024-02-16,23.47,C,44.12
106902,189,2024-01-09,56.51,D,74.86
106903,934,2024-01-29,27.5,B,5.2
106904,199,2024-01-07,393.03,C,460.46
106905,75,2024-02-28,105.53,C,140.34
106906,545,2024-02-05,378.68,B,378.6
106907,707,2024-03-31,125.42,C,151.14
106908,918,2024-01-15,67.06,D,23.65
106909,909,2024-01-11,89.62,C,83.74
106910,93,2024-02-01,185.62,B,181.31
106911,646,2024-06-05,274.92,B,281.02
106912,192,2024-03-15,168.59,C,182.4
106913,106,2024-02-02,318.96,B,344.67
106914,438,2024-02-13,143.49,B,122.8
106915,231,2024-01-06,156.68,C,182.21
106916,299,2024-09-07,84.6,A,51.75
106917,951,2024-03-06,76.72,C,83.64
106918,28,2024-01-21,288.22,C,285.84
106919,314,2024-02-22,62.29,C,63.46
106920,527,2024-01-07,125.15,C,122.77
106921,664,2024-07-21,298.18,C,321.52
106922,363,2024-01-12,33.92,C,53.98
106923,370,2024-03-03,400.07,B,467.69
106924,90,2024-01-17,68.04,C,56.23
106925,702,2024-03-16,401.15,C,400.34
106926,705,2024-03-30,62.19,B,74.13
106927,538,2024-03-08,287.73,C,309.76
106928,622,2024-02-27,103.03,C,111.45
106929,351,2024-05-13,577.46,C,539.08
106930,445,2024-01-05,136.07,B,132.79
106931,983,2024-01-25,54.57,B,81.49
106932,992,2024-01-18,238.67,C,296.23
106933,129,2024-09-22,112.99,B,96.36
106934,82,2024-01-30,256.43,D,261.12
106935,209,2024-03-20,396.94,C,446.53
106936,46,2024-03-10,293.37,B,327.48
106937,492,2024-01-15,31.68,A,47.45
106938,988,2024-01-17,60.95,B,39.3
106939,1,2024-01-20,200.84,B,221.16
106940,563,2024-02-01,216.67,B,190.27
106941,164,2024-01-17,49.27,A,31.53
106942,837,2024-01-02,66.81,C,81.77
106943,837,2024-05-06,417.46,D,385.09
106944,896,2024-07-21,93.15,B,97.36
106945,834,2024-01-26,273.5,A,306.65
106946,459,2024-01-25,358.67,D,455.82
106947,611,2024-01-01,90.16,B,129.49
106948,798,2024-03-09,152.36,A,133.24
106949,992,2024-04-14,274.07,B,252.11
106950,904,2024-01-10,31.34,A,28.75
106951,258,2024-01-11,130.05,C,162.69
106952,100,2024-04-03,384.36,A,419.62
106953,871,2024-02-27,212.7,C,254.03
106954,537,2024-01-03,214.45,C,196.04
106955,147,2024-02-28,320.11,C,336.32
106956,755,2024-01-23,101.59,C,103.99
106957,583,2024-01-28,64.55,A,94.58
106958,872,2024-03-29,203.9,C,163.46
106959,14,2024-04-09,108.3,D,107.84
106960,900,2024-01-31,102.46,B,104.34
106961,430,2024-06-25,62.62,B,32.32
106962,801,2024-02-01,237.07,C,209.33
106963,293,2024-03-29,139.33,C,175.32
106964,875,2024-02-09,63.96,B,14.99
106965,798,2024-05-16,333.83,C,372.66
106966,980,2024-05-23,123.42,A,152.36
106967,718,2024-01-06,241.27,C,296.46
106968,923,2024-06-14,486.66,C,585.72
106969,888,2024-04-14,329.92,C,373.36
106970,269,2024-04-04,451.31,B,397.93
106971,455,2024-01-14,325.38,C,349.39
106972,338,2024-04-08,130.57,B,147.96
106973,806,2024-04-23,80.25,C,74.58
106974,436,2024-01-21,125.21,A,163.64
106975,999,2024-07-01,132.7,D,145.01
106976,585,2024-01-04,395.14,C,374.24
106977,87,2024-01-10,110.59,A,153.09
106978,351,2024-02-16,49.76,C,53.34
106979,834,2024-02-21,195.53,A,193.59
106980,424,2024-03-03,171.09,A,239.6
106981,678,2024-01-02,83.88,B,139.61
106982,809,2024-07-12,118.93,B,90.17
106983,231,2024-01-03,460.75,B,455.08
106984,901,2024-01-10,236.34,C,296.78
106985,704,2024-01-01,126.76,C,69.79
106986,568,2024-02-20,83.4,C,8.95
106987,215,2024-06-10,627.19,B,595.33
106988,817,2024-03-06,525.52,C,623.42
106989,699,2024-04-13,310.59,B,303.63
106990,608,2024-01-01,137.72,C,120.21
106991,757,2024-02-16,79.89,D,78.17
106992,679,2024-02-06,82.6,C,104.39
106993,976,2024-02-11,136.38,C,132.26
106994,823,2024-01-05,110.26,C,133.74
106995,971,2024-03-10,162.28,C,142.74
106996,974,2024-02-11,156.26,A,177.71
106997,448,2024-03-27,69.22,C,72.33
106998,771,2024-02-09,71.47,C,73.6
106999,136,2024-01-10,127.75,D,125.11
107000,719,2024-03-03,153.07,A,137.87
107001,761,2024-01-12,434.88,C,377.83
107002,254,2024-05-03,203.92,C,219.54
107003,329,2024-02-26,198.37,C,226.77
107004,528,2024-01-11,209.94,A,123.37
107005,794,2024-07-15,366.25,B,281.63
107006,501,2024-02-13,1369.47,B,1468.46
107007,672,2024-01-05,103.28,C,114.57
107008,850,2024-02-29,595.41,C,647.21
107009,264,2024-01-18,43.01,B,21.19
107010,871,2024-04-07,128.83,C,125.45
107011,373,2024-04-12,62.7,C,81.03
107012,60,2024-08-19,267.82,B,263.05
107013,992,2024-02-11,323.53,B,210.51
107014,458,2024-02-06,49.87,B,49.47
107015,780,2024-03-25,351.95,C,378.38
107016,460,2024-01-09,213.7,C,210.56
107017,699,2024-02-17,297.15,D,231.35
107018,187,2024-02-17,388.21,B,398.91
107019,970,2024-01-06,273.31,B,286.97
107020,930,2024-02-02,40.88,A,-10.82
107021,377,2024-04-25,118.58,B,110.5
107022,414,2024-04-26,46.83,B,28.83
107023,44,2024-01-07,20.76,C,10.02
107024,479,2024-01-06,58.86,C,57.14
107025,166,2024-01-19,126.48,C,129.33
107026,153,2024-05-04,565.47,B,597.8
107027,152,2024-01-09,160.4,C,162.28
107028,97,2024-03-17,214.91,C,260.65
107029,701,2024-01-07,106.1,B,116.78
107030,137,2024-02-28,138.92,B,167.46
107031,217,2024-01-27,172.93,B,200.77
107032,340,2024-04-03,132.88,A,170.17
107033,816,2024-01-16,248.73,C,223.03
107034,209,2024-03-02,96.65,B,98.54
107035,52,2024-01-17,43.32,B,30.37
107036,198,2024-03-16,34.12,B,63.39
107037,448,2024-05-04,306.3,A,342.36
107038,548,2024-01-09,9.51,C,29.44
107039,105,2024-04-30,136.99,C,66.77
107040,916,2024-02-24,61.03,C,10.15
107041,986,2024-01-09,255.36,C,338.14
107042,360,2024-02-03,164.21,C,150.0
107043,946,2024-01-11,167.41,C,170.35
107044,524,2024-03-13,178.57,D,149.12
107045,903,2024-03-26,174.03,B,163.03
107046,680,2024-01-07,43.2,C,6.6
107047,478,2024-02-12,111.23,C,150.49
107048,214,2024-04-11,77.04,C,70.7
107049,554,2024-06-14,89.91,C,97.02
107050,349,2024-02-13,175.96,A,200.4
107051,854,2024-06-29,307.69,C,357.49
107052,472,2024-02-16,300.19,B,356.12
107053,67,2024-01-31,199.4,C,164.29
107054,946,2024-04-23,116.74,A,156.71
107055,169,2024-02-10,167.25,C,188.81
107056,152,2024-02-08,273.88,C,269.51
107057,474,2024-02-10,89.44,D,47.9
107058,197,2024-04-22,161.91,B,229.05
107059,13,2024-04-17,105.33,C,108.77
107060,741,2024-02-01,88.27,C,115.75
107061,886,2024-01-25,154.49,C,202.42
107062,982,2024-02-10,117.25,C,62.79
107063,162,2024-02-21,202.74,C,197.22
107064,615,2024-01-17,118.68,D,121.15
107065,643,2024-04-04,143.68,B,149.27
107066,608,2024-02-09,43.14,C,57.4
107067,728,2024-01-25,282.77,C,328.54
107068,713,2024-01-07,286.5,A,265.58
107069,643,2024-01-17,76.93,C,123.78
107070,982,2024-06-27,83.22,B,119.58
107071,920,2024-01-22,182.99,C,191.23
107072,486,2024-01-12,108.57,C,83.19
107073,714,2024-02-07,197.99,C,232.32
107074,803,2024-01-23,409.22,B,399.9
107075,788,2024-01-03,80.33,A,72.73
107076,873,2024-01-24,298.28,C,232.35
107077,940,2024-02-17,68.5,C,21.96
107078,332,2024-02-18,89.54,A,126.66
107079,48,2024-01-27,184.12,C,205.66
107080,555,2024-02-05,246.73,B,265.66
107081,972,2024-07-21,400.89,C,369.78
107082,593,2024-01-29,495.33,B,471.35
107083,68,2024-01-18,127.8,C,113.36
107084,234,2024-01-17,160.6,C,136.38
107085,241,2024-02-06,205.66,C,185.95
107086,456,2024-03-26,155.22,C,133.86
107087,711,2024-01-14,126.71,C,68.24
107088,695,2024-03-15,102.81,C,91.47
107089,210,2024-01-02,249.12,C,304.19
107090,154,2024-02-02,402.99,C,364.74
107091,159,2024-03-30,38.07,C,52.61
107092,182,2024-01-25,135.06,C,112.92
107093,184,2024-02-19,39.01,C,30.42
107094,568,2024-01-14,238.71,B,255.32
107095,639,2024-03-22,87.73,C,101.32
107096,565,2024-01-04,366.02,A,365.34
107097,200,2024-04-24,143.35,C,195.42
107098,957,2024-01-14,240.96,C,251.69
107099,546,2024-05-04,78.77,C,59.0
107100,46,2024-01-27,178.57,C,164.08
107101,720,2024-03-17,177.08,B,224.42
107102,340,2024-01-24,215.23,C,237.44
107103,842,2024-05-21,97.01,C,134.7
107104,562,2024-01-09,344.6,B,337.25
107105,709,2024-01-12,206.22,B,198.32
107106,496,2024-02-10,389.99,C,393.62
107107,523,2024-01-06,44.1,B,36.02
107108,883,2024-01-14,179.7,C,145.43
107109,998,2024-06-21,139.16,D,125.55
107110,231,2024-08-13,502.66,B,557.7
107111,86,2024-01-29,253.13,C,268.57
107112,843,2024-06-03,157.13,A,122.65
107113,146,2024-02-17,242.33,B,220.26
107114,978,2024-01-19,113.9,C,85.37
107115,671,2024-03-13,221.44,B,257.4
107116,980,2024-03-05,692.94,C,653.58
107117,318,2024-09-28,101.96,C,117.86
107118,535,2024-01-19,177.49,C,113.95
107119,360,2024-03-07,84.87,B,50.06
107120,181,2024-01-04,72.72,C,90.11
107121,574,2024-01-08,300.44,B,320.25
107122,74,2024-01-01,58.07,B,56.21
107123,529,2025-03-27,218.96,A,205.78
107124,894,2024-04-07,287.77,D,257.6
107125,809,2024-04-02,117.77,B,148.22
107126,255,2024-02-12,380.81,C,377.11
107127,365,2024-01-22,358.38,B,340.32
107128,264,2024-01-10,117.25,C,116.32
107129,927,2024-01-21,49.84,C,70.03
107130,817,2024-01-29,231.2,C,261.05
107131,880,2024-03-25,153.48,A,103.28
107132,185,2024-02-16,185.46,B,212.15
107133,432,2024-01-05,229.43,C,230.57
107134,693,2024-01-02,41.44,C,57.8
107135,958,2024-01-07,112.01,C,97.87
107136,488,2024-02-01,468.47,A,355.25
107137,730,2024-06-11,189.67,C,175.11
107138,106,2024-03-01,240.54,C,269.64
107139,434,2024-04-07,177.91,C,207.28
107140,567,2024-02-07,235.53,B,296.08
107141,137,2024-01-27,353.3,C,365.06
107142,288,2024-01-07,22.44,C,32.35
107143,343,2024-05-05,274.8,C,270.22
107144,352,2024-04-01,155.15,B,142.44
107145,569,2024-01-12,308.14,B,297.1
107146,612,2024-02-13,121.11,C,92.81
107147,5,2024-02-10,117.28,C,75.79
107148,887,2024-02-28,55.94,C,41.03
107149,624,2024-06-24,158.29,B,114.46
107150,449,2024-02-22,52.53,C,8.09
107151,498,2024-02-16,147.87,B,163.11
107152,946,2024-01-04,185.29,C,172.85
107153,607,2024-01-04,90.76,D,40.45
107154,831,2024-01-13,36.75,C,80.99
107155,223,2024-01-02,27.78,B,69.71
107156,698,2024-03-22,69.7,B,42.95
107157,953,2024-03-18,25.56,C,38.09
107158,883,2024-01-09,181.59,C,189.21
107159,137,2024-04-18,705.42,C,574.07
107160,737,2024-01-11,54.97,C,-33.81
107161,763,2024-01-22,817.19,C,1011.15
107162,867,2024-01-18,176.52,D,222.61
107163,538,2024-01-28,204.53,D,216.73
107164,703,2024-01-18,39.21,A,45.47
107165,194,2024-02-10,187.77,C,191.72
107166,802,2024-02-01,106.36,C,85.43
107167,337,2024-09-15,448.78,D,526.31
107168,6,2024-01-04,27.81,A,67.73
107169,997,2024-01-10,107.94,C,114.98
107170,830,2024-01-04,80.98,C,122.53
107171,863,2024-02-28,210.78,C,208.33
107172,732,2024-01-04,12.77,B,-25.56
107173,213,2024-04-18,439.48,C,335.15
107174,587,2024-02-13,204.74,B,201.43
107175,937,2024-02-14,194.48,C,228.32
107176,822,2024-02-19,57.6,C,51.54
107177,505,2024-01-12,285.28,C,290.56
107178,676,2024-01-14,265.24,C,250.13
107179,231,2024-01-24,375.42,C,398.38
107180,752,2024-02-24,128.23,B,126.6
107181,91,2024-01-15,36.38,A,38.87
107182,852,2024-01-08,94.1,A,102.59
107183,625,2024-07-29,316.12,C,313.65
107184,340,2024-01-02,108.64,A,186.63
107185,642,2024-04-07,574.84,A,642.24
107186,613,2024-04-03,290.15,B,303.56
107187,539,2024-01-22,523.1,C,525.08
107188,530,2024-01-09,113.67,C,140.03
107189,717,2024-01-10,224.61,C,199.09
107190,210,2024-03-12,70.24,C,89.7
107191,380,2024-03-02,301.09,C,310.76
107192,11,2024-04-01,236.96,C,295.63
107193,974,2024-06-15,278.71,B,230.58
107194,940,2024-03-11,122.28,C,164.09
107195,516,2024-01-11,182.08,C,114.77
107196,615,2024-01-17,174.93,C,171.96
107197,717,2024-04-20,122.76,C,132.36
107198,595,2024-01-15,190.35,C,178.68
107199,555,2024-01-05,215.61,C,231.08
107200,764,2024-03-13,244.95,B,271.1
107201,551,2024-01-31,120.35,C,138.37
107202,827,2024-05-31,289.82,B,300.26
107203,665,2024-03-04,276.66,C,304.72
107204,847,2024-01-06,248.35,C,283.88
107205,755,2024-06-26,305.75,C,300.47
107206,84,2024-01-18,144.1,C,154.23
107207,337,2024-01-25,61.59,A,86.48
107208,55,2024-01-31,277.46,C,331.33
107209,321,2024-01-04,103.91,C,95.77
107210,93,2024-02-11,38.44,C,41.93
107211,108,2024-01-08,106.31,C,98.42
107212,851,2024-01-31,187.24,C,195.55
107213,350,2024-01-26,416.41,D,505.6
107214,409,2024-03-29,216.99,C,203.07
107215,732,2024-04-07,304.49,B,297.45
107216,549,2024-01-10,273.19,C,267.43
107217,746,2024-01-28,209.44,B,235.13
107218,634,2024-01-29,135.33,B,154.38
107219,587,2024-01-10,70.01,C,31.8
107220,208,2024-04-06,621.73,B,689.92
107221,850,2024-03-14,108.73,D,125.62
107222,489,2024-01-13,133.28,A,127.55
107223,822,2024-01-28,152.11,A,164.94
107224,73,2024-01-07,106.43,D,140.89
107225,924,2024-02-29,239.79,B,196.23
107226,91,2024-01-08,107.96,A,63.12
107227,878,2024-09-12,130.93,C,133.89
107228,820,2024-04-01,101.3,B,125.99
107229,448,2024-01-30,128.7,A,163.29
107230,806,2024-02-21,58.94,C,29.01
107231,812,2024-05-25,46.83,A,30.14
107232,855,2024-02-18,477.04,C,469.64
107233,235,2024-01-12,305.63,B,322.0
107234,830,2024-01-29,427.87,B,398.48
107235,726,2024-04-21,453.84,C,430.39
107236,580,2024-03-03,78.19,C,51.77
107237,224,2024-03-04,415.42,A,429.01
107238,216,2024-04-30,342.98,B,334.04
107239,166,2024-05-14,127.85,C,101.51
107240,434,2024-05-31,215.44,C,261.84
107241,61,2024-01-06,298.45,A,295.78
107242,796,2024-02-17,255.26,B,237.98
107243,70,2024-03-21,153.0,C,59.67
107244,865,2024-03-25,189.31,C,253.9
107245,543,2024-02-25,233.89,B,285.78
107246,185,2024-01-11,124.77,B,167.22
107247,127,2024-04-05,252.41,C,268.9
107248,650,2024-03-17,94.19,A,84.37
107249,140,2024-01-06,424.43,B,482.57
107250,263,2024-02-07,332.19,B,346.99
107251,600,2024-01-12,302.71,B,289.72
107252,156,2024-01-25,222.65,B,210.83
107253,331,2024-01-02,199.4,C,236.39
107254,480,2024-01-31,340.81,C,352.55
107255,788,2024-02-17,64.51,C,62.37
107256,632,2024-02-27,84.87,C,55.68
107257,988,2024-03-06,256.77,C,293.31
107258,321,2024-04-18,163.92,B,132.55
107259,923,2024-01-15,106.78,C,96.19
107260,912,2024-01-08,358.49,A,318.49
107261,164,2024-04-24,185.48,C,188.71
107262,326,2024-01-11,214.98,A,253.81
107263,138,2024-08-08,364.5,C,402.59
107264,743,2024-04-20,151.26,D,106.93
107265,812,2024-02-11,580.54,B,534.35
107266,915,2024-08-27,69.84,A,27.19
107267,202,2024-01-07,357.01,B,347.96
107268,90,2024-01-22,112.24,C,104.13
107269,994,2024-03-02,319.3,C,315.09
107270,745,2024-01-26,95.53,A,96.52
107271,449,2024-06-07,46.31,A,49.2
107272,586,2024-01-05,322.17,C,362.09
107273,446,2024-02-17,128.43,A,118.21
107274,801,2024-02-23,48.15,D,66.17
107275,986,2024-03-04,332.61,C,325.6
107276,482,2024-01-18,198.42,B,243.39
107277,677,2024-01-28,128.08,D,154.14
107278,881,2024-04-21,223.16,C,240.03
107279,653,2024-01-14,150.39,C,121.39
107280,358,2024-04-15,136.79,B,128.27
107281,862,2024-02-19,296.12,B,261.71
107282,600,2024-03-27,200.08,B,236.88
107283,866,2024-03-16,90.54,C,109.25
107284,805,2024-01-14,167.51,C,126.94
107285,19,2024-02-20,293.08,B,212.97
107286,834,2024-05-01,67.58,C,89.14
107287,30,2024-02-03,380.42,B,337.2
107288,214,2024-07-22,194.93,B,182.31
107289,416,2024-02-06,184.01,B,165.0
107290,929,2024-01-10,190.92,C,206.29
107291,764,2024-01-30,492.42,C,514.74
107292,168,2024-06-30,168.35,C,162.89
107293,655,2024-01-24,129.42,C,123.39
107294,710,2024-05-01,152.63,A,144.27
107295,356,2024-05-07,322.07,C,292.72
107296,364,2024-01-26,264.22,C,269.96
107297,336,2024-01-06,170.3,A,170.44
107298,85,2024-03-18,657.34,D,643.95
107299,866,2024-01-23,249.38,A,223.91
107300,104,2024-04-01,80.82,C,107.67
107301,118,2024-02-05,23.49,C,51.05
107302,38,2024-02-09,266.66,C,277.41
